,Day,DoWeek,hour,count,passed,period,data,ServiceID,datetime
333157,2023-07-24,0,15,2,2,61.0,41476.0,4,2023-07-24 15:00:00
333158,2023-07-24,0,15,1,1,62.0,428.0,6,2023-07-24 15:00:00
333159,2023-07-24,0,15,21629,21629,63.0,941.6153775024274,11,2023-07-24 15:00:00
333160,2023-07-24,0,15,149,149,62.0,579.4026845637584,1,2023-07-24 15:00:00
333161,2023-07-24,0,15,228,228,62.0,3497.5131578947367,5,2023-07-24 15:00:00
333162,2023-07-24,0,15,9257,9257,63.0,604.4695905801016,7,2023-07-24 15:00:00
333163,2023-07-24,0,15,9,9,62.0,1142.3333333333333,8,2023-07-24 15:00:00
333164,2023-07-24,0,15,3,3,63.0,2306.333333333333,0,2023-07-24 15:00:00
333165,2023-07-24,0,15,26,26,0.0,378251.1923076923,10,2023-07-24 15:00:00
333166,2023-07-24,0,15,2419,2419,63.998759818106656,680.9169078131459,2,2023-07-24 15:00:00
333167,2023-07-24,0,15,3312,3312,63.0,957.9764492753624,11,2023-07-24 15:00:00
333168,2023-07-24,0,15,26,26,62.0,482.46153846153845,1,2023-07-24 15:00:00
333169,2023-07-24,0,15,16,16,62.0,569.5625,5,2023-07-24 15:00:00
333170,2023-07-24,0,15,1356,1356,63.0,603.6526548672566,7,2023-07-24 15:00:00
333172,2023-07-24,0,15,4,4,0.0,378251.5,10,2023-07-24 15:00:00
333173,2023-07-24,0,16,15119,15119,63.95217937694292,635.1175342284542,2,2023-07-24 16:00:00
333174,2023-07-24,0,16,2,2,61.0,34757.5,4,2023-07-24 16:00:00
333175,2023-07-24,0,16,19562,19562,63.0,966.1282588692362,11,2023-07-24 16:00:00
333176,2023-07-24,0,16,113,113,62.0,514.6106194690266,1,2023-07-24 16:00:00
333177,2023-07-24,0,16,198,198,62.0,998.3737373737374,5,2023-07-24 16:00:00
333178,2023-07-24,0,16,8821,8821,63.0,603.9495522049655,7,2023-07-24 16:00:00
333179,2023-07-24,0,16,3,3,62.0,530.6666666666666,8,2023-07-24 16:00:00
333180,2023-07-24,0,16,25,25,0.0,378251.4,10,2023-07-24 16:00:00
333181,2023-07-24,0,16,3151,3151,64.0,641.2351634401778,2,2023-07-24 16:00:00
333182,2023-07-24,0,16,1,1,62.0,428.0,6,2023-07-24 16:00:00
333183,2023-07-24,0,16,4199,4199,63.0,928.7511312217194,11,2023-07-24 16:00:00
333184,2023-07-24,0,16,15,15,62.0,581.2666666666667,1,2023-07-24 16:00:00
333185,2023-07-24,0,16,17,17,62.0,17835.117647058825,5,2023-07-24 16:00:00
333186,2023-07-24,0,16,1836,1836,63.0,603.6377995642702,7,2023-07-24 16:00:00
333187,2023-07-24,0,16,3,3,62.0,318.0,8,2023-07-24 16:00:00
333188,2023-07-24,0,16,3,3,63.0,1273.3333333333333,0,2023-07-24 16:00:00
333189,2023-07-24,0,16,5,5,0.0,378251.2,10,2023-07-24 16:00:00
333190,2023-07-24,0,17,14477,14477,63.95441044415279,632.9983421979692,2,2023-07-24 17:00:00
333191,2023-07-24,0,17,1,1,61.0,114846.0,4,2023-07-24 17:00:00
333192,2023-07-24,0,17,18715,18715,63.0,929.4147475287202,11,2023-07-24 17:00:00
333193,2023-07-24,0,17,12,12,62.0,641.0833333333334,1,2023-07-24 17:00:00
333194,2023-07-24,0,17,170,170,62.0,6082.611764705883,5,2023-07-24 17:00:00
333195,2023-07-24,0,17,8366,8366,63.0,600.7628496294525,7,2023-07-24 17:00:00
333196,2023-07-24,0,17,1,1,62.0,939.0,8,2023-07-24 17:00:00
333197,2023-07-24,0,17,26,26,0.0,378251.4615384616,10,2023-07-24 17:00:00
333198,2023-07-24,0,17,1996,1996,64.0,630.3481963927856,2,2023-07-24 17:00:00
333199,2023-07-24,0,17,2565,2565,63.0,916.7021442495128,11,2023-07-24 17:00:00
